ham_word,hword_count,sword_count
forwarding,1,0
STUDY,1,0
Santha,0,0
lipo,0,0
vday,2,0
needle,1,0
INVITED,0,0
Moment,1,0
robinson,1,0
GAS,1,0
Alex,2,0
cakes,0,0
Katexxx,1,0
ready,74,6
failing,1,0
Cheer,4,0
child,10,1
EVONE,1,0
SLEPT,1,0
xxxx,8,0
MORNING,5,0
cruisin,1,0
demand,2,0
recharge,1,0
Biola,3,0
Jones,0,0
interest,7,0
trusting,1,0
surrender,1,0
msgsD,0,0
Hiwhat,0,0
aftr,3,0
eldest,1,0
Machan,1,0
limits,1,0
earn,9,2
tait,1,0
hols,3,0
Sweetest,3,0
Bani,1,0
Woohoo,0,0
hurts,5,0
madodu,0,0
lmao,1,0
smells,1,0
beeen,1,0
itU,0,0
dancin,2,0
reply,16,60
embarrassed,1,0
ltURLgt,0,0
utter,3,0
cardin,1,0
renting,1,0
belongs,1,0
met,68,1
stylish,0,0
IAS,2,0
causes,1,0
reaction,1,0
Jerk,0,0
years,12,4
repent,1,0
ate,268,98
influx,1,0
dealers,0,0
promises,2,0
cresubi,0,0
breezy,1,0
removed,0,1
mandara,1,0
cereals,0,0
siguviri,1,0
conected,0,0
writhing,1,0
paragraphs,0,0
grateful,1,0
thepub,1,0
actually,21,0
jealous,2,0
assumed,1,0
convenience,0,0
thursday,2,0
tis,9,4
whats,8,0
mail,27,1
scary,1,0
dogwood,1,0
Something,3,0
Chasing,1,0
protect,2,0
collapsed,1,0
wrongly,1,0
grooved,1,0
dog,10,2
exposes,0,0
reception,1,0
brison,1,0
repeat,2,0
ammaelife,0,0
DOGBREATH,0,0
NEFT,2,0
sign,10,1
availablei,0,0
pocked,1,0
biggest,1,3
sing,57,9
wudnt,0,0
write,10,0
claire,1,0
Nite,1,0
woould,1,0
wun,6,0
WANNA,4,0
spark,0,1
past,8,0
ego,2,0
simulate,1,0
Sunday,1,0
Frankie,1,0
SWEET,2,0
YEST,1,2
ruin,4,0
style,7,0
girls,7,4
failure,1,0
obese,0,0
nmde,1,0
SOO,5,0
bedroom,5,1
status,2,0
smear,1,0
wherebtw,0,0
idiot,1,1
Ride,1,0
Friends,11,0
urmomi,0,0
melody,0,0
initiate,0,0
offered,0,0
tootsie,1,0
spring,2,0
whose,1,1
springs,1,0
Valentines,5,2
sarcasm,0,0
thot,2,0
lessons,4,0
moan,4,0
perpetual,1,0
Case,3,0
hwkeep,0,0
shining,2,0
change,23,0
moved,2,1
kanoil,0,0
opportunitypls,0,0
soc,6,0
Meanwhile,4,0
REPORT,1,0
Shesil,0,0
lift,7,0
nearer,0,0
joinedHope,0,0
matric,1,0
LAST,3,0
rub,4,0
pie,10,0
cute,4,0
bottle,2,0
Dave,1,2
minimum,1,0
conveying,1,0
gibbs,0,0
Wednesday,0,0
andor,0,0
NBME,1,0
youwhen,0,0
clash,0,0
hlday,1,0
developed,1,0
Chef,1,0
lehHaha,0,0
mindsetbelieve,0,0
Mandan,2,0
Ami,1,0
wwwfullonsmscom,0,0
Realy,1,0
Cutter,0,0
Hasnt,0,0
WTF,0,0
Cant,5,4
ayo,4,0
Kall,2,0
okthenwhats,0,0
turning,3,0
reffering,1,0
cutting,2,0
travelled,0,0
hug,7,0
CANT,1,0
Oooh,2,0
wiskey,2,0
defer,1,0
ivatte,1,0
Taka,1,0
sit,51,7
say,117,1
Kkits,0,0
several,2,0
glo,4,1
deyhope,0,0
SUNDAY,1,0
Hostbased,0,0
Man,16,1
txtjourney,0,0
hunonbus,0,0
Cause,1,0
startedindia,0,0
DONT,2,1
hall,33,1
Peripherals,1,0
searching,5,0
Earth,0,0
collecting,2,0
resend,0,0
Reckon,1,0
nanny,1,0
swear,1,0
gdeve,0,0
UNBELIEVABLE,0,0
breathing,1,0
blogging,1,0
Apo,1,0
myparents,1,0
bunch,1,0
frnds,13,0
Guys,1,0
someone,32,7
boggy,1,0
offers,1,10
sec,28,10
denis,1,0
workout,1,0
sir,6,0
recognise,3,0
spoon,1,0
OKDEN,1,0
burgundy,1,0
Hmmmm,0,0
rush,3,0
soladha,0,0
internet,5,0
Behind,2,0
blessing,3,0
rocks,1,0
summon,1,0
stuffwhy,0,0
tip,2,1
American,2,0
doin,9,0
cantdo,1,0
reality,1,0
nte,85,52
advice,4,0
mega,1,0
kick,8,2
confirmd,2,0
callertune,5,0
aeroplane,0,0
important,10,7
calling,12,4
dentists,1,0
crap,3,0
brainy,1,0
nyt,74,12
nitros,0,0
somewhere,10,0
officially,2,0
penis,1,0
exmpel,0,0
someplace,0,0
manda,1,1
splendid,1,0
jod,1,0
Abiola,9,0
fooled,1,0
outhave,0,0
Normal,2,1
dayshe,0,0
meok,0,0
voice,2,0
bar,17,0
daily,1,0
successfully,2,0
acid,0,0
bathing,3,0
Much,3,0
bday,3,0
Working,1,0
SOZ,1,0
Cutefrnd,3,0
cumming,1,0
xxxxxxxx,3,0
followin,3,5
tht,11,0
attempt,2,21
brilliantly,0,0
dearRakhesh,0,0
DISCOUNT,1,0
reltnship,0,0
gram,4,0
readiness,0,0
headstart,1,0
reason,15,0
rude,1,3
mango,1,0
generally,3,0
trains,2,0
rejected,1,0
Jolly,1,0
meet,98,6
gives,5,0
pool,2,3
HELLOGORGEOUS,0,0
onlybettr,0,0
loved,11,0
charges,2,2
paru,0,0
srsly,1,0
sensible,0,0
Wahleykkumsharing,0,0
laughing,2,0
formatting,0,0
Dont,34,5
wicked,0,0
transferacc,0,0
Jus,12,0
MESSED,1,0
Nver,0,0
Sends,1,0
importantly,0,0
SAW,1,0
Mallika,1,0
Catching,1,0
nokia,2,5
interested,4,0
hiding,1,0
weirdest,2,0
MAYBE,1,0
log,16,10
FRIENDS,3,0
wan,267,22
tok,4,0
gobi,1,0
constantly,3,0
Gokila,1,0
display,3,0
dehydration,1,0
Hui,1,0
diet,2,0
zeros,0,0
hand,20,1
scotland,1,0
cool,11,0
Youve,0,0
Umma,1,0
Ohas,0,0
burden,1,0
listen,13,1
wildlife,1,0
takin,21,1
offdam,1,0
pretsorginta,0,0
sleeping,8,0
arestaurant,1,0
cream,11,0
risk,2,0
mas,23,13
hella,4,0
TASTS,1,0
Last,7,9
ignorant,0,0
entirely,1,0
anthony,0,0
blah,1,0
loose,2,0
Hii,0,0
okay,2,0
Moji,5,0
depression,1,0
however,6,1
bit,41,0
disappeared,0,0
allowed,2,0
ecstasy,0,0
manual,1,0
joking,2,0
Says,1,0
rebooting,1,0
Yun,4,0
thinks,3,10
HELL,3,0
BETTERSN,1,0
unlimited,2,3
visa,1,0
enketa,1,0
chikkuali,0,0
aha,33,2
apes,1,0
inconsiderate,2,0
Brainless,1,0
playerwhy,0,0
zealand,0,0
secondary,1,0
hollalater,1,0
dangerous,1,0
lodge,1,0
coaxing,1,0
conditionand,0,0
inshah,1,0
TOME,1,0
foot,6,1
pay,33,2
bruce,2,0
uploaded,1,0
knowwait,0,0
SHITIN,1,0
natwest,0,0
rinu,2,0
coz,23,2
skateboarding,1,0
autocorrect,1,0
must,19,3
lip,12,1
flaky,2,0
Theres,0,0
loosing,1,0
ONLYFOUND,1,0
NIGHT,8,0
uscedu,0,0
wasnt,1,0
Ure,0,0
OURBACKS,1,0
Hmmmy,0,0
table,7,0
carewhoever,0,0
wheat,1,0
equally,1,0
basic,9,0
LES,3,0
stays,2,0
Neway,1,0
pending,5,0
haul,1,0
mis,114,11
Loads,1,0
hadya,0,0
rushing,0,0
accordinglyor,0,0
run,41,1
arranging,1,0
fainting,1,0
grasp,1,0
shake,1,0
saying,19,0
house,19,1
TALKING,1,0
oral,2,0
dang,1,0
inperialmusic,1,0
wonders,4,0
secure,1,0
beach,1,0
Nimya,0,0
Hahahause,0,0
harri,1,0
lyf,2,0
Sicomo,0,0
ganesh,1,0
Watch,14,0
package,1,1
choosing,1,0
romantic,1,0
excused,0,0
Cheers,2,0
Whenwhere,0,0
part,40,12
getting,42,4
Pest,1,0
Vodka,2,0
Need,6,3
gua,1,26
Dun,23,0
anna,31,11
modl,1,0
elections,1,0
lane,5,0
herwho,0,0
itplspls,0,0
Shampain,2,0
Prabhaim,0,0
win,56,47
handle,4,0
restaurant,1,0
talk,46,4
arguments,1,0
ryans,0,0
sections,1,0
shelf,1,0
reaching,7,0
tons,3,1
urself,5,0
Check,6,4
faber,1,0
South,1,0
Goin,16,0
registered,4,3
Always,7,0
goa,1,2
str,39,5
COUNTINLOTS,1,0
fats,0,0
MISSED,1,0
Customer,5,11
reLation,1,0
feel,71,2
Whats,4,1
tobacco,0,0
CHA,4,21
bin,16,0
anytime,1,12
murali,1,0
disasters,1,0
ten,56,10
unless,6,0
sed,82,9
amore,1,0
veggie,1,0
shexy,0,0
homewot,0,0
BBDthts,0,0
Rajipls,0,0
left,24,1
bet,34,0
Especially,2,0
Super,3,1
minstand,0,0
brownies,1,0
simply,2,1
HAVEBEEN,1,0
shows,4,31
youd,1,0
commercial,1,0
various,2,1
completing,0,0
Wish,17,0
dreamsu,0,0
HOPEU,1,0
practising,1,0
cell,11,0
dunno,12,0
tonite,2,0
cut,21,0
Jesus,2,0
Everytime,0,0
force,3,0
AVA,3,0
Indyarockscom,0,0
danalla,0,0
hide,2,0
Pinku,0,0
Sindu,1,0
STRIKE,1,0
Fuuuuck,1,0
MUCHI,0,0
personally,1,0
hasnt,1,0
hairdressers,1,0
tke,1,0
whileamp,0,0
efficient,0,0
amx,0,0
uphad,0,0
EVERYTHIN,1,0
Rats,0,0
creativity,1,0
oru,4,0
murder,10,0
xavier,2,0
slacking,0,0
Nationwide,1,0
chikkuk,0,0
dreams,6,0
europe,0,0
everyones,1,0
dismay,1,0
baskets,0,0
meso,0,0
print,7,0
youdearwith,0,0
delicious,1,0
shorter,3,0
Hopefully,2,0
math,1,0
Ffffffffff,0,0
ladies,1,1
prakasam,1,0
Allo,0,0
WOMAN,1,0
dawhats,0,0
wondarfull,1,0
whens,0,0
urgent,2,5
galno,0,0
parchi,1,0
goodenvironment,0,0
See,19,10
drunk,4,0
kid,3,0
youPhone,1,0
English,1,0
Chachi,1,0
mummy,3,0
porridge,0,0
lotsof,1,0
MISTAKEU,0,0
DIDNT,1,0
Early,1,0
shakara,1,0
grab,1,0
outside,15,0
particular,2,0
Tomarrow,2,0
Reach,2,0
reacting,1,0
MISSY,0,0
pic,98,16
spent,8,0
girlfrnd,3,0
cuz,6,0
pound,5,19
latelyxxx,1,0
Nurungu,3,0
lists,1,0
VIVEKANAND,0,0
signal,0,0
hubby,1,0
woah,0,0
EXPLAIN,1,0
prediction,0,0
darlin,10,2
Red,1,1
weasels,0,0
Jays,0,0
Vikky,0,0
GOOD,23,0
daddy,3,0
souveniers,1,0
cld,2,0
drpd,2,0
Sim,5,3
kalisidare,1,0
mention,2,0
beautifulMay,0,0
dieting,1,0
individual,1,0
Itna,1,0
inde,5,1
taxless,0,0
upload,2,2
Indians,2,0
merry,1,0
Sday,1,0
peeps,1,0
pleasured,1,0
exciting,2,4
assessment,1,0
fridge,0,0
Iraq,1,0
welcome,2,0
dot,1,0
future,1,3
Affectionsamp,0,0
yuou,1,0
sounds,5,1
suggestion,1,0
Dnt,2,0
operate,1,0
responsibility,0,0
cos,63,12
Goodmorningmy,0,0
stayed,2,0
dvg,1,0
sorydarealyfrm,0,0
cuddled,1,0
topicsorry,0,0
awake,5,0
keys,4,0
Remember,7,0
karo,1,0
usps,1,0
trek,1,0
wisheds,0,0
hang,37,0
Sad,5,0
lik,217,13
near,9,1
earth,4,0
HUNNY,2,0
opened,1,0
chad,1,0
hurt,22,0
Almost,1,0
shock,3,0
WOMEN,0,0
possessiveness,1,0
RANDOM,0,0
todaydo,0,0
vegetables,0,0
pop,6,0
LIFE,2,1
marrgeremembr,0,0
Wotz,1,0
WORRYC,0,0
nosh,1,0
Hearts,0,0
nit,37,5
bhayandar,1,0
SLEEPSWEET,0,0
caken,0,0
Aight,14,0
path,2,0
DONTIGNORE,1,0
muht,1,0
Feel,4,0
speechless,2,0
Boo,6,2
bcz,1,0
couple,12,1
lookin,23,10
gut,1,0
Ill,9,0
flower,2,1
bat,31,0
drms,1,0
greatbhaji,0,0
Wasnt,0,0
wrong,11,0
Armand,1,0
gets,14,2
CHARGE,1,0
need,147,6
Brilliant,0,0
GOODNOON,0,0
membership,1,2
sept,1,0
greetings,2,0
watchng,1,0
slowing,1,0
thm,5,0
Abt,1,0
tantrums,0,0
herwill,0,0
slightly,2,0
campus,4,0
latei,0,0
heltiniIyo,0,0
earlierwe,0,0
god,9,0
bluff,2,0
dent,10,18
heart,24,0
Keep,6,1
maths,1,0
urgentlyits,0,0
pressure,1,0
FANCY,1,0
braved,1,0
reset,1,0
remb,0,0
hoops,1,0
lovable,5,0
Swtheart,3,0
Sun,5,7
LIKELY,1,0
floating,1,0
lousy,2,0
theplace,0,0
white,2,0
meetin,35,1
NEVER,2,0
signin,2,0
RUDI,1,0
gang,2,0
boo,44,4
fills,3,0
Psychologist,1,0
moji,1,0
rounderso,0,0
steering,0,0
med,30,13
Joke,1,0
Bad,4,1
garbage,1,0
velachery,0,0
Right,4,0
dobby,1,0
prospects,2,0
semester,5,0
remains,3,0
ing,1358,187
stripes,1,0
stocked,2,0
Belovd,3,0
recount,1,0
explicitly,1,0
Honey,5,0
asthma,1,0
send,110,47
Ima,2,0
law,2,0
hunting,1,0
UPNOT,0,0
wishin,6,0
jump,1,0
Watching,12,0
nydc,2,0
interview,3,0
magical,3,0
contents,2,0
NONENOWHERE,0,0
Urgh,0,0
childporn,1,0
aust,5,0
INSTEAD,0,0
MECAUSE,1,0
gon,71,1
Uhhhhrmm,1,0
reassurance,0,0
Fml,1,0
solve,2,0
hitman,1,0
says,26,0
JESS,2,0
concentrating,1,0
DearMe,0,0
HehE,1,0
Noits,0,0
snow,9,0
apologetic,0,0
level,1,0
dudes,1,0
space,6,0
kill,7,1
freedom,2,0
decking,0,0
Anytime,1,0
hourish,0,0
CREDIT,1,1
Spending,1,0
hiphop,1,0
FOREVER,0,0
stevelike,0,0
needing,1,0
certificate,1,0
Bognor,1,0
transaction,0,0
row,70,12
Peaceful,1,0
greatbye,0,0
detail,15,7
DABOOKS,0,0
AFEW,1,0
reflex,1,0
pretty,14,0
jesus,0,0
cared,5,0
jaklin,1,0
musical,1,0
saves,1,0
SENDS,1,0
CHILLIN,1,0
setting,3,0
boye,1,0
Help,1,2
icky,3,1
WONT,1,0
careinsha,0,0
Birthday,3,0
weeks,4,8
textbook,1,0
pin,76,8
beg,7,1
blessings,1,0
enters,1,0
girl,26,6
asking,9,0
UCALL,0,0
SPINOUT,0,0
mee,98,6
nature,2,0
application,2,0
box,7,3
bowls,1,0
courage,2,0
annoyin,1,0
dress,19,4
problem,20,0
hopeafternoon,0,0
meshe,0,0
ebay,2,0
Shb,1,0
somewhereSomeone,1,0
wizzle,1,0
Silent,4,0
Faith,1,0
unknown,2,0
driver,0,0
LITTLE,1,0
Yeh,0,0
last,58,5
drugdealer,1,0
replied,4,1
tirunelvali,2,0
Mmmmm,5,0
swell,1,0
though,55,1
Waiting,6,0
sheffield,1,0
Jia,2,0
bari,1,0
cabin,5,0
LIFT,1,0
trade,2,0
Xmas,3,8
sneham,0,0
missionary,1,0
url,2,0
flame,0,0
magicalsongsblogspotcom,0,0
knowyetunde,0,0
Partys,0,0
building,2,0
faceasssssholeeee,0,0
lib,8,0
careabout,1,0
smash,2,1
GONNA,2,0
negative,1,0
dusk,1,0
diamonds,1,0
Lucky,2,0
cometil,0,0
Going,15,0
lark,1,0
lab,18,3
bids,1,0
Accounts,2,0
Hogolo,1,0
ages,15,8
Open,1,0
module,3,0
Hmmm,3,0
Hurt,4,0
pig,4,0
Kkare,0,0
Making,2,0
aptitude,1,0
hon,76,47
gona,3,0
hopefully,2,0
fifteen,3,0
drunken,2,0
anjie,0,0
Alright,7,0
stitch,1,0
GOSSIP,1,0
prone,1,0
MAN,6,0
smoked,1,0
copies,0,0
review,1,4
AINT,1,0
BBDpooja,0,0
reliant,1,0
jane,0,0
Forever,1,0
fast,11,3
nike,0,0
nap,2,1
dancce,1,0
Kkim,0,0
Fingers,2,0
lovingly,2,0
forum,3,0
Ofcourse,1,0
appreciated,1,0
lim,9,15
fab,3,0
forgotten,2,0
snowman,2,0
unique,1,2
enjoying,1,0
means,23,0
FRANYxxxxx,1,0
scenario,1,0
flippin,1,0
flies,1,0
Thankyou,1,0
adults,1,0
hrs,3,1
HOSPITAL,1,0
fix,12,4
whole,14,0
SWAN,1,0
Kkapo,0,0
problemfree,0,0
DAMMIT,0,0
painit,0,0
attended,1,0
Scared,2,0
ovulatewhen,0,0
compulsory,1,0
cleaning,4,0
chess,1,2
Guess,7,6
BEGIN,2,0
FIRST,1,1
brah,0,0
Smith,1,0
Crack,3,0
relocate,0,0
argentina,0,0
faithEvening,0,0
five,2,3
conclusion,1,0
wknd,1,0
Aah,1,0
husband,2,0
upsetits,0,0
mns,1,0
Aka,1,0
murdered,4,0
sao,1,0
far,11,0
constant,5,0
posible,1,0
lubly,0,0
hadnt,0,0
Jenny,1,0
convince,2,0
rahul,1,0
camry,1,0
phrase,1,0
Dictionary,3,0
Rain,2,0
gayle,0,0
dull,1,0
shattered,0,0
DECIDED,1,0
Jen,3,0
birthday,12,0
ltDECIMALgt,0,0
fumbling,0,0
Eleven,1,0
OTHERWISE,1,0
opinion,8,0
taxes,1,0
Said,0,0
Thought,4,0
nachos,0,0
cosign,1,0
wanted,25,1
spin,1,0
jobs,2,0
rocking,1,0
walked,3,0
justify,1,0
packalso,0,0
kegger,0,0
finalise,1,0
ITXT,1,0
Brdget,1,0
laxinorficated,1,0
Apart,1,0
reasonable,2,0
cooking,1,0
burn,4,0
single,3,4
control,2,0
right,80,2
edhae,0,0
community,1,1
tul,3,12
seing,1,0
hands,3,1
physics,1,0
rileys,0,0
JOBYET,1,0
dobbys,0,0
Astronomer,1,0
maraikara,1,0
arnt,1,0
reminded,1,0
Newport,1,0
moment,8,0
CUM,1,0
avatar,3,0
BOOKS,0,0
drive,16,0
patients,1,0
excited,1,0
DONTPLEASE,1,0
SEEN,0,0
parking,3,0
WHASSUP,0,0
reminding,1,0
Canada,0,0
Hospital,2,0
paragon,0,0
lateso,0,0
stagwood,1,0
catches,1,0
specify,1,0
Storming,3,0
lifebook,1,0
Greeni,0,0
Thursday,2,0
ESPECIALLY,1,0
bffs,1,0
mornin,36,0
hangin,5,0
Fancy,1,5
THANKS,1,0
doublefaggot,0,0
Nottingham,1,0
Agalla,1,0
millers,1,0
starts,4,2
engin,1,0
dodgey,1,0
period,2,0
wearing,3,0
downstem,1,0
Sir,2,1
twelve,0,0
admit,1,0
lightly,2,0
DIRTY,1,1
uxxxx,0,0
stations,0,0
regular,2,1
correctionor,0,0
terrible,2,0
teeth,2,0
dado,0,0
computer,5,5
lttrs,0,0
sink,1,0
poker,1,0
ammo,1,0
page,8,1
taken,2,0
shes,13,0
dinnermsg,0,0
definitely,6,1
matured,4,0
PERIL,1,0
facilities,1,0
holding,6,0
testing,2,0
IMPORTANT,1,3
shrek,1,0
agidhane,0,0
Hands,1,0
bsnl,1,0
Noice,0,0
battery,7,0
Nope,8,0
supplies,1,0
jap,1,0
hopeing,1,0
Till,1,0
regards,5,0
walmart,1,0
bookshelf,1,0
actor,2,0
Üll,0,0
madstini,1,0
mobile,13,80
cuddle,3,0
Wats,2,0
fave,3,0
specialisation,0,0
Enamous,0,0
ALETTER,1,0
cudnt,1,0
Blueu,0,0
compromised,1,0
tel,144,27
familymay,0,0
Wnevr,0,0
mirror,1,0
brand,1,2
Keris,1,0
nowstill,0,0
CHANCE,1,3
snatch,1,0
brings,4,1
avoiding,2,0
close,20,0
rates,1,9
synced,1,0
brains,1,0
westshore,1,0
happen,42,0
creepy,2,0
internal,1,0
sambarlife,0,0
Toledo,0,0
hont,0,0
Yogasana,1,0
robs,3,0
Ganesh,1,0
exams,3,0
weight,1,0
currently,3,10
HAVIN,1,0
gpu,2,0
freaking,1,0
febapril,0,0
Delhi,2,0
update,2,7
givits,0,0
spiritual,1,0
remet,0,0
busy,12,2
fals,1,0
engaged,1,0
cam,34,28
costumes,0,0
Hmmmstill,0,0
LET,5,2
Student,0,0
tea,32,1
bian,2,0
presents,0,0
settle,6,0
jackson,1,0
skye,1,0
reminder,1,0
passport,1,0
rose,4,0
ironing,1,0
biolas,0,0
kvb,1,0
sachin,2,0
provider,1,0
position,1,0
checkup,1,0
sunshine,0,0
completely,7,1
fly,1,1
Gudnyt,1,0
LUTON,1,0
Weightloss,0,0
NYs,0,0
Maangalyam,0,0
submitting,1,0
hermy,0,0
price,5,10
Therell,0,0
joke,1,0
waited,2,0
impress,2,0
CULDNT,1,0
leonardo,1,0
Friday,1,0
chile,0,0
happiest,1,0
Ctter,0,0
cost,7,12
copied,1,0
accomodate,0,0
BOYFRIEND,0,0
beauty,1,0
bec,10,2
teach,9,0
popping,1,0
corrupt,1,0
parked,3,0
samus,1,0
royal,2,0
carolina,1,0
Derp,0,0
Use,2,2
TOOL,0,0
attending,1,0
lie,36,5
quote,3,1
busyi,0,0
marriageprogram,0,0
photoshop,0,0
gOoD,1,0
determine,1,0
champ,1,0
LONGER,1,0
surfing,5,0
FLOWER,1,2
wherever,6,0
posts,0,1
valuing,1,0
dear,41,0
PHONE,1,11
photo,8,3
nordstrom,1,0
IFINK,1,0
Expecting,1,0
Xavier,1,0
acc,30,9
Mumtaz,1,0
speaking,1,0
fav,8,0
looks,3,0
everyone,10,1
wtf,2,0
series,3,0
Haha,21,0
tables,0,0
hunt,2,0
problematic,1,0
rice,6,15
plate,0,0
phoned,2,0
respectful,1,0
massive,2,0
trash,0,0
Dormitory,1,0
develop,4,0
clothes,1,0
relatives,2,0
expensive,3,0
barrel,1,0
cyclists,1,0
cons,17,0
hits,2,0
Psychiatrist,1,0
ILEAVE,1,0
drop,21,0
unmits,1,0
mouse,1,0
arng,3,0
minuts,5,0
tvhe,0,0
want,184,18
jumpers,0,0
Fair,1,0
meant,13,0
POSTCARD,2,0
lips,1,0
wheel,1,0
STUDENTFINANCIAL,1,0
